England and Wales Code,England and Wales,Country of birth (extended) (190 categories) Code,Country of birth (extended) (190 categories),Passports held (52 categories) Code,Passports held (52 categories),Observation
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,7,Europe: Other Europe: EU Member countries: Spain,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,8,Europe: Other Europe: EU Member countries: Lithuania,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,9,Europe: Other Europe: EU Member countries: Poland,5
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,10,Europe: Other Europe: EU Member countries: Romania,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,11,Europe: Other Europe: EU Member countries: Other EU countries,57
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,12,Europe: Other Europe: Rest of Europe: Turkey,3
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,13,Europe: Other Europe: Rest of Europe: Other Europe,5
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,14,Africa: North Africa,157
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,16,Africa: Central and Western Africa: Nigeria,10
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,17,Africa: Central and Western Africa: Other Central and Western Africa,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,19,Africa: South and Eastern Africa: Somalia,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,20,Africa: South and Eastern Africa: South Africa,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,22,Africa: South and Eastern Africa: Other South and Eastern Africa,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,23,Middle East and Asia: Middle East: Iran,6
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,24,Middle East and Asia: Middle East: Iraq,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,25,Middle East and Asia: Middle East: Other Middle East,1364
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,26,Middle East and Asia: Eastern Asia: China,5
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,28,Middle East and Asia: Eastern Asia: Japan,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,4
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,31,Middle East and Asia: Southern Asia: Bangladesh,8
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,32,Middle East and Asia: Southern Asia: India,291
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,33,Middle East and Asia: Southern Asia: Pakistan,128
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,34,Middle East and Asia: Southern Asia: Sri Lanka,30
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,35,Middle East and Asia: Southern Asia: Other Southern Asia,2
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,36,Middle East and Asia: South-East Asia: Malaysia,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,37,Middle East and Asia: South-East Asia: Philippines,10
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,38,Middle East and Asia: South-East Asia: Singapore,2
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,39,Middle East and Asia: South-East Asia: Other South-East Asia,4
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,40,Middle East and Asia: Central Asia,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,41,The Americas and the Caribbean: North America: Canada,8
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,42,The Americas and the Caribbean: North America: United States,14
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,43,The Americas and the Caribbean: Central America,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,44,The Americas and the Caribbean: South America,7
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,1
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,47,Antarctica and Oceania: Australasia: Australia,8
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,48,Antarctica and Oceania: Australasia: New Zealand,4
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,50,British Overseas Territories,0
K04000001,England and Wales,114,Middle East and Asia: Middle East: Oman,51,No passport held,94
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,-8,Does not apply,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,1,Europe: United Kingdom,2006
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,2,Europe: Ireland,22
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,3,Europe: Other Europe: EU Member countries: France,14
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,4,Europe: Other Europe: EU Member countries: Germany,5
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,5,Europe: Other Europe: EU Member countries: Italy,16
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,6,Europe: Other Europe: EU Member countries: Portugal,99
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,7,Europe: Other Europe: EU Member countries: Spain,14
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,8,Europe: Other Europe: EU Member countries: Lithuania,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,9,Europe: Other Europe: EU Member countries: Poland,5
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,10,Europe: Other Europe: EU Member countries: Romania,14
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,11,Europe: Other Europe: EU Member countries: Other EU countries,41
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,12,Europe: Other Europe: Rest of Europe: Turkey,6
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,13,Europe: Other Europe: Rest of Europe: Other Europe,10
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,14,Africa: North Africa,184
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,16,Africa: Central and Western Africa: Nigeria,1
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,17,Africa: Central and Western Africa: Other Central and Western Africa,6
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,19,Africa: South and Eastern Africa: Somalia,5
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,20,Africa: South and Eastern Africa: South Africa,4
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,21,Africa: South and Eastern Africa: Zimbabwe,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,22,Africa: South and Eastern Africa: Other South and Eastern Africa,4
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,23,Middle East and Asia: Middle East: Iran,12
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,24,Middle East and Asia: Middle East: Iraq,2
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,25,Middle East and Asia: Middle East: Other Middle East,473
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,26,Middle East and Asia: Eastern Asia: China,2
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,28,Middle East and Asia: Eastern Asia: Japan,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,30,Middle East and Asia: Southern Asia: Afghanistan,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,31,Middle East and Asia: Southern Asia: Bangladesh,11
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,32,Middle East and Asia: Southern Asia: India,211
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,33,Middle East and Asia: Southern Asia: Pakistan,151
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,34,Middle East and Asia: Southern Asia: Sri Lanka,31
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,35,Middle East and Asia: Southern Asia: Other Southern Asia,1
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,36,Middle East and Asia: South-East Asia: Malaysia,3
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,37,Middle East and Asia: South-East Asia: Philippines,9
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,38,Middle East and Asia: South-East Asia: Singapore,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,39,Middle East and Asia: South-East Asia: Other South-East Asia,3
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,40,Middle East and Asia: Central Asia,1
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,41,The Americas and the Caribbean: North America: Canada,18
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,42,The Americas and the Caribbean: North America: United States,5
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,43,The Americas and the Caribbean: Central America,1
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,44,The Americas and the Caribbean: South America,2
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,2
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,47,Antarctica and Oceania: Australasia: Australia,4
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,48,Antarctica and Oceania: Australasia: New Zealand,1
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,50,British Overseas Territories,0
K04000001,England and Wales,115,Middle East and Asia: Middle East: Qatar,51,No passport held,115
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,-8,Does not apply,0
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,1,Europe: United Kingdom,12926
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,2,Europe: Ireland,228
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,3,Europe: Other Europe: EU Member countries: France,92
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,4,Europe: Other Europe: EU Member countries: Germany,42
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,5,Europe: Other Europe: EU Member countries: Italy,86
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,6,Europe: Other Europe: EU Member countries: Portugal,47
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,7,Europe: Other Europe: EU Member countries: Spain,36
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,8,Europe: Other Europe: EU Member countries: Lithuania,4
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,9,Europe: Other Europe: EU Member countries: Poland,29
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,10,Europe: Other Europe: EU Member countries: Romania,23
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,11,Europe: Other Europe: EU Member countries: Other EU countries,321
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,12,Europe: Other Europe: Rest of Europe: Turkey,33
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,13,Europe: Other Europe: Rest of Europe: Other Europe,62
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,14,Africa: North Africa,1679
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,15,Africa: Central and Western Africa: Ghana,6
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,16,Africa: Central and Western Africa: Nigeria,54
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,17,Africa: Central and Western Africa: Other Central and Western Africa,11
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,18,Africa: South and Eastern Africa: Kenya,10
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,19,Africa: South and Eastern Africa: Somalia,50
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,20,Africa: South and Eastern Africa: South Africa,10
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,21,Africa: South and Eastern Africa: Zimbabwe,3
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,22,Africa: South and Eastern Africa: Other South and Eastern Africa,93
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,23,Middle East and Asia: Middle East: Iran,10
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,24,Middle East and Asia: Middle East: Iraq,41
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,25,Middle East and Asia: Middle East: Other Middle East,11246
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,26,Middle East and Asia: Eastern Asia: China,31
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),4
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,28,Middle East and Asia: Eastern Asia: Japan,12
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,13
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,30,Middle East and Asia: Southern Asia: Afghanistan,16
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,31,Middle East and Asia: Southern Asia: Bangladesh,83
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,32,Middle East and Asia: Southern Asia: India,914
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,33,Middle East and Asia: Southern Asia: Pakistan,988
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,34,Middle East and Asia: Southern Asia: Sri Lanka,36
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,35,Middle East and Asia: Southern Asia: Other Southern Asia,4
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,36,Middle East and Asia: South-East Asia: Malaysia,12
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,37,Middle East and Asia: South-East Asia: Philippines,195
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,38,Middle East and Asia: South-East Asia: Singapore,2
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,39,Middle East and Asia: South-East Asia: Other South-East Asia,17
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,40,Middle East and Asia: Central Asia,0
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,41,The Americas and the Caribbean: North America: Canada,120
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,42,The Americas and the Caribbean: North America: United States,110
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,43,The Americas and the Caribbean: Central America,13
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,44,The Americas and the Caribbean: South America,5
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,45,The Americas and the Caribbean: The Caribbean: Jamaica,1
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,21
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,47,Antarctica and Oceania: Australasia: Australia,24
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,48,Antarctica and Oceania: Australasia: New Zealand,8
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,49,Antarctica and Oceania: Other Antarctica and Oceania,0
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,50,British Overseas Territories,0
K04000001,England and Wales,116,Middle East and Asia: Middle East: Saudi Arabia,51,No passport held,1616
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,-8,Does not apply,0
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,1,Europe: United Kingdom,21241
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,2,Europe: Ireland,75
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,3,Europe: Other Europe: EU Member countries: France,160
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,4,Europe: Other Europe: EU Member countries: Germany,43
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,5,Europe: Other Europe: EU Member countries: Italy,216
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,6,Europe: Other Europe: EU Member countries: Portugal,36
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,7,Europe: Other Europe: EU Member countries: Spain,98
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,8,Europe: Other Europe: EU Member countries: Lithuania,15
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,9,Europe: Other Europe: EU Member countries: Poland,66
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,10,Europe: Other Europe: EU Member countries: Romania,162
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,11,Europe: Other Europe: EU Member countries: Other EU countries,786
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,12,Europe: Other Europe: Rest of Europe: Turkey,38
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,13,Europe: Other Europe: Rest of Europe: Other Europe,100
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,14,Africa: North Africa,81
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,15,Africa: Central and Western Africa: Ghana,8
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,16,Africa: Central and Western Africa: Nigeria,3
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,17,Africa: Central and Western Africa: Other Central and Western Africa,3
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,18,Africa: South and Eastern Africa: Kenya,0
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,19,Africa: South and Eastern Africa: Somalia,8
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,20,Africa: South and Eastern Africa: South Africa,3
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,21,Africa: South and Eastern Africa: Zimbabwe,1
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,22,Africa: South and Eastern Africa: Other South and Eastern Africa,1
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,23,Middle East and Asia: Middle East: Iran,45
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,24,Middle East and Asia: Middle East: Iraq,96
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,25,Middle East and Asia: Middle East: Other Middle East,6285
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,26,Middle East and Asia: Eastern Asia: China,33
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),4
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,28,Middle East and Asia: Eastern Asia: Japan,14
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,5
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,30,Middle East and Asia: Southern Asia: Afghanistan,52
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,31,Middle East and Asia: Southern Asia: Bangladesh,38
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,32,Middle East and Asia: Southern Asia: India,101
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,33,Middle East and Asia: Southern Asia: Pakistan,145
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,34,Middle East and Asia: Southern Asia: Sri Lanka,27
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,35,Middle East and Asia: Southern Asia: Other Southern Asia,20
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,36,Middle East and Asia: South-East Asia: Malaysia,12
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,37,Middle East and Asia: South-East Asia: Philippines,22
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,38,Middle East and Asia: South-East Asia: Singapore,1
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,39,Middle East and Asia: South-East Asia: Other South-East Asia,12
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,40,Middle East and Asia: Central Asia,4
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,41,The Americas and the Caribbean: North America: Canada,58
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,42,The Americas and the Caribbean: North America: United States,54
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,43,The Americas and the Caribbean: Central America,8
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,44,The Americas and the Caribbean: South America,18
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,45,The Americas and the Caribbean: The Caribbean: Jamaica,0
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,46,The Americas and the Caribbean: The Caribbean: Other Caribbean,46
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,47,Antarctica and Oceania: Australasia: Australia,14
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,48,Antarctica and Oceania: Australasia: New Zealand,2
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,49,Antarctica and Oceania: Other Antarctica and Oceania,2
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,50,British Overseas Territories,0
K04000001,England and Wales,117,Middle East and Asia: Middle East: Syria,51,No passport held,12613
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,-8,Does not apply,0
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,1,Europe: United Kingdom,14271
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,2,Europe: Ireland,131
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,3,Europe: Other Europe: EU Member countries: France,144
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,4,Europe: Other Europe: EU Member countries: Germany,97
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,5,Europe: Other Europe: EU Member countries: Italy,91
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,6,Europe: Other Europe: EU Member countries: Portugal,608
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,7,Europe: Other Europe: EU Member countries: Spain,33
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,8,Europe: Other Europe: EU Member countries: Lithuania,8
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,9,Europe: Other Europe: EU Member countries: Poland,24
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,10,Europe: Other Europe: EU Member countries: Romania,87
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,11,Europe: Other Europe: EU Member countries: Other EU countries,331
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,12,Europe: Other Europe: Rest of Europe: Turkey,30
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,13,Europe: Other Europe: Rest of Europe: Other Europe,66
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,14,Africa: North Africa,584
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,15,Africa: Central and Western Africa: Ghana,0
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,16,Africa: Central and Western Africa: Nigeria,29
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,17,Africa: Central and Western Africa: Other Central and Western Africa,2
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,18,Africa: South and Eastern Africa: Kenya,17
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,19,Africa: South and Eastern Africa: Somalia,58
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,20,Africa: South and Eastern Africa: South Africa,58
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,21,Africa: South and Eastern Africa: Zimbabwe,12
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,22,Africa: South and Eastern Africa: Other South and Eastern Africa,33
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,23,Middle East and Asia: Middle East: Iran,80
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,24,Middle East and Asia: Middle East: Iraq,109
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,25,Middle East and Asia: Middle East: Other Middle East,1125
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,26,Middle East and Asia: Eastern Asia: China,26
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,27,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),3
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,28,Middle East and Asia: Eastern Asia: Japan,20
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,29,Middle East and Asia: Eastern Asia: Other Eastern Asia,5
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,30,Middle East and Asia: Southern Asia: Afghanistan,20
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,31,Middle East and Asia: Southern Asia: Bangladesh,88
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,32,Middle East and Asia: Southern Asia: India,1981
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,33,Middle East and Asia: Southern Asia: Pakistan,1161
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,34,Middle East and Asia: Southern Asia: Sri Lanka,96
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,35,Middle East and Asia: Southern Asia: Other Southern Asia,14
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,36,Middle East and Asia: South-East Asia: Malaysia,4
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,37,Middle East and Asia: South-East Asia: Philippines,102
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,38,Middle East and Asia: South-East Asia: Singapore,9
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,39,Middle East and Asia: South-East Asia: Other South-East Asia,4
K04000001,England and Wales,118,Middle East and Asia: Middle East: United Arab Emirates,40,Middle East and Asia: Central Asia,17
